"session_id","date","start_time","end_time","title","description","recorded","type","skill_level","speakers","tracks","room","room_os","level","cost"
"1065","2026-03-07","2:30 PM","3:30 PM","Building your first SvelteKit data app","Join us for a crash course in using the JS framework Svelte to make a data-driven, easily deployed web app. This session is great for those with frontend development knowledge. Laptops will be provided.","false","Hands-on","Advanced","Tyler Machado, Independent journalist","","209","OSX","2",""
"1086","2026-03-07","2:30 PM","3:30 PM","Rubric-a-palooza","","false","Demo","","Nausheen Husain, Syracuse University; Dhrumil Mehta, Columbia University; Aarushi Sahejpal, American University","Educators","205","BYO","2",""
"1115","2026-03-07","2:30 PM","6:00 PM","Scraping with Python","","false","Hands-on","","Aïcha Camara, McClatchy; Alexandra Glorioso, Miami Herald","","202","BYO","2","45"
"1194","2026-03-07","2:30 PM","3:30 PM","Covering Growing Corporate Power, Even on Deadline","As corporate influence and power grows, it grows increasingly important to document the broader impact of business leaders' actions. For instance, companies are fined billions of dollars each year for stealing workers' wages, degrading the environment, defrauding the government, cheating consumers, and other misconduct - using Violation Tracker, reporters can look up the behavior of companies across more than 450 federal, state, and local regulatory agencies. Many of those same companies also receive billions in taxpayer subsidies in the name of economic development - using Subsidy Tracker, reporters can explore those tax breaks and other giveaways. Taken together, these two databases can help a reporter find patterns and trends in the ways businesses operate, and explore the ways governments enable poor behavior by corporate leaders to continue.","true","Demo","","Arlene Martinez, Good Jobs First","","White River I","","1",""
"1221","2026-03-07","2:30 PM","3:30 PM","Elections 2026: Uncovering foreign influence operations in the U.S.","","true","Panel","","Anna Massoglia, MuckRock","Elections","White River G","","1",""
"1224","2026-03-07","2:30 PM","3:30 PM","Making public data actually public: Building tools to serve communities","","true","Panel","","Rahul Deshpande, The Atlanta Journal-Constitution; Jennifer LaFleur, Center for Public Integrity; Cam Rodriguez, The New York Times","","White River B","","1",""
"1242","2026-03-07","2:30 PM","3:30 PM","Custom dataviz with JavaScript 101","Interested in building data visualizations for the web? This session will introduce you to charts made with HTML, CSS, and JavaScript, helping you understand how various components combine to create a complete visualization displayed in your browser by coding. This session is good for journalists who are new to HTML, CSS, and JavaScript. Attendees will need to bring their own laptop (no tablets) to participate in this class.","false","Hands-on","Beginner","","","102","BYO","1",""
"1248","2026-03-07","2:30 PM","3:30 PM","Extracting data from PDFs using off-the-shelf tools","Join this class to learn how to liberate data trapped inside PDF files. This class will cover basic approaches for getting text out of PDF documents using powerful and freely available tools. Participants will be introduced to basic concepts and walked through tackling common challenges encountered with tricky PDF documents. This session is good for beginners. Attendees will need to bring their own laptop (no tablets) to participate in this class.","false","Hands-on","Beginner","Maggie Mulvihill, Boston University","","201","BYO","2",""
"1321","2026-03-07","2:30 PM","3:30 PM","Spatial analysis in R: 101","Learn how to use spatial functions in R to level up your reporting. We'll explore tools for mapping, spatial joins, buffering and calculating distance - all using a single package. We'll center a story published by The Baltimore Banner on gun violence around schools to showcase an application of these functions and demonstrate best practices for basic geospatial analysis. This session is good for beginner and intermediate journalists with some familiarity with R. Laptops will be provided.","false","Hands-on","Intermediate","Ryan Little, The Baltimore Banner","","203","PC","2",""
"1038","2026-03-07","3:45 PM","4:45 PM","Data investigation frameworks: How to think big picture about what your data will prove","","false","Demo","Beginner","Adiel Kaplan, Columbia University","Career, Data analysis","201","BYO","2",""
"1111","2026-03-07","3:45 PM","4:45 PM","How to categorize and clean text data with keywords, LLMs and embeddings: A roundtable","","true","Panel","","Jeremy Merrill, The Washington Post","AI","White River I","","1",""
"1161","2026-03-07","3:45 PM","4:45 PM","Continuous improvement for reporters: Kaizen, preflight checklists and more","","false","NICAR Conversation","","Audrey Nielsen, Independent journalist","","205","BYO","2",""
"1168","2026-03-07","3:45 PM","4:45 PM","""Vibe-coding"" for fun experimentation and profit deadlines","Picture this: There's a data presentation format you've wanted to try for ages. Now, all of a sudden, you've got a perfect story to use it on - but it's running in two days. Your current systems can't make it happen. Third-party solutions don't fit your organization's look and feel. Starting from a blank code-editor window wouldn't get it done in time. What to do? This session will show how one journalist solved that problem, using agentic AI to describe an intended solution - and then iterate on functionality - all while guarding against AI hallucinations and other possible pitfalls. It's not a silver bullet, and it won't absolve you of having to vet logic and think critically. But when done right, it can be a massive force multiplier for someone who has the technical knowledge (but needs to meet a tight deadline). Folks with some coding knowledge will get the most out of this session. Laptops will be provided.","false","Hands-on","Intermediate","Allan James Vestal, The Baltimore Banner","AI","204","PC","2",""
"1227","2026-03-07","3:45 PM","4:45 PM","When and how to do a random sample","","true","Demo","","Rae Ellen Bichell, KFF Health News; Maia Rosenfeld, ABC News","","White River G","","1",""
"1238","2026-03-07","3:45 PM","4:45 PM","The two essential data sources for covering government spending","Tracking government spending has never been more convoluted. In the last year, DOGE took a ""chainsaw"" to federal contracts and grants, entire departments canceled awards en masse, and award recipients lost faith in the federal government as a financial partner. In the midst of it all, reporters do have public tools to dig through what some might see as a trail of chaos. In this session, we will break down two specific data resources any reporter needs to follow federal money: USA Spending and Sam.gov. Whether reporters are interested in funds from a specific federal department, funds going to a specific county, or even funds meant to achieve a specific purpose, this session will cover what is knowable, how to know it, and how to fact-check it. Panelists will also walk through what is not knowable and what should always be confirmed with federal agencies before going to print. This session is good for all levels of experience. Laptops will be provided.","false","Hands-on","Beginner","Jessie Blaeser, POLITICO; Sean McMinn, POLITICO","","209","OSX","2",""
"1243","2026-03-07","3:45 PM","4:45 PM","Custom dataviz with JavaScript 102","Interested in building data visualizations for the web? This session will continue the exploration in the 101 session of various charts made with HTML, CSS, and JavaScript, helping you understand how various components combine to create a complete visualization displayed in your browser by coding. This session is good for journalists with a bit of HTML and CSS experience, or participants who already attended ""Custom dataviz with JavaScript 101"". Attendees will need to bring their own laptop (no tablets) to participate in this class.","false","Hands-on","Intermediate","","","102","BYO","1",""
"1322","2026-03-07","3:45 PM","4:45 PM","Spatial analysis in R: 201","Take your spatial skills up a notch by learning to use image-based data derived from satellite observations. In this session, you'll discover how to navigate tricky filetypes like netCDF and TIF, all within the comfort of RStudio. Learn how to extract decades of real-time measurements from variables like ocean heat, temperature, land use, air pollution and more. By the end, you'll have the tools to join satellite measurements with traditional shapefiles. This session is good for journalists who are comfortable with the basics of R and Rstudio. Attending ""Spatial analysis in R: 101"" is recommended. Laptops will be provided.","false","Hands-on","Intermediate","Ryan Little, The Baltimore Banner","","203","PC","2",""
"1124","2026-03-07","5:00 PM","6:00 PM","Blockchain 101","This will be a hands on to explore blockchain data, from general transactions to betting markets like Polymarket and hopefully Trump's own soon-to-be-launched betting market. It will also look at more public sources of data like attendees for Trump' meme coin dinner and how to find their identities. This session is good for beginners. Laptops will be provided.","false","Hands-on","Beginner","Sam Kessler, The Wall Street Journal; Caitlin Ostroff, The Wall Street Journal","","209","OSX","2",""
"1150","2026-03-07","5:00 PM","6:00 PM","Beyond ironclad: Fact-checking the data story","Even with best practices, the most meticulous data reporter in the world can make mistakes. Catching these errors before publication can involve hours of tedious code review and debugging. Missing them can lead to corrections, retractions, or worse. This session will give attendees a hands-on demonstration of a data story fact-check. Participants will learn how to spot errors in data interpretation, how to catch and debug coding errors, and how to fix mistakes efficiently. We'll walk through an example data analysis containing errors based on real mistakes made by award-winning data journalists. (All examples will be fully anonymized!) Some sample errors: - Number parsing fails due to commas as the thousands separator - Invalid demographic analyses based on misinterpreted Census data - Dropped rows in joined datasets (inner joins considered harmful!) - Unweighted aggregations of percentages and other fractions This session is good for those with some coding experience. Attendees will need to bring their own laptop (no tablets) to participate in this class.","false","Hands-on","Intermediate","Ethan Corey, Behind Bars Data Project","","102","BYO","1",""
"1174","2026-03-07","5:00 PM","6:00 PM","Uncovering wrongdoing with AI: Real-world methods and ethical boundaries","","true","Panel","","Eva Constantaras, Lighthouse Reports; Sotirios Sideris, Harvard University","International","White River E","","1",""
"1237","2026-03-07","5:00 PM","6:00 PM","Code Buddies: Get help on your data project","Need help on a data project? Having trouble figuring out how to use that cool tool you learned about in another session? Just want to network with some other news nerds? Stop by this session and get one-on-one help from experienced data journalists who would be delighted to help you solve your problems.","true","Special","","Jovi Dai, National Association of REALTORS®; Holly Hacker, KFF Health News","","White River G","","1",""
"1270","2026-03-07","5:00 PM","6:00 PM","Scraping without programming (repeat)","Yes, you can scrape data without using code -- in fact, all you need is Google Sheets! We'll be using Excel-type formulas (don't worry if you don't know what those are, either) to make simple scrapers that automatically pull data into Google Sheets. It's the best way to get around clunky websites and unhelpful PIOs! This session is good for: Beginners who want to start using data for their stories. Attendees will need to bring their own laptop (no tablets) for the training.","false","Hands-on","Beginner","Samantha Sunne, Independent journalist","","201","BYO","2",""
"1323","2026-03-07","5:00 PM","6:00 PM","Spatial analysis in R: 301","Data that lacks a shared column for direct joins can often still be connected through maps. But common geographies like census tracts and precincts rarely align perfectly. Despite these challenges, it's still possible to estimate how votes shifted across neighborhoods or calculate statistical relationships using Census data. This process is called interpolation - learn how to translate data from one map to another and bridge geographic gaps in their data analysis. This session is good for journalists who are comfortable with the basics of R and Rstudio. Attending ""Spatial analysis in R: 201"" is recommended. Laptops will be provided.","false","Hands-on","Intermediate","Ryan Little, The Baltimore Banner","","203","PC","2",""
"1058","2026-03-08","9:00 AM","10:00 AM","Use our quiz to focus on policy, not politics, in 2026","","true","Demo","","Evan Wyloge, Independent journalist","Elections","White River B","","1",""
"1225","2026-03-08","9:00 AM","10:00 AM","Stadium pulse: Building sports data visualizations on deadline","Want to create compelling sports graphics fast? In this hands-on class, you'll build a ""How's your favorite college basketball team doing?"" visualization using March Madness data. We'll use Python and Jupyter notebooks to pull live data from an API, then create charts in Datawrapper. You'll learn the workflow for going from raw data to published graphic quickly: automating data collection, choosing which stats tell the story, and designing for both casual fans and stats enthusiasts. An understanding of basics in Python is helpful, but not required, for this session. Laptops will be provided.","false","Hands-on","Beginner","Rahul Deshpande, The Atlanta Journal-Constitution","","104","OSX","1",""
"1264","2026-03-08","9:00 AM","10:00 AM","Google Sheets: Advanced pivot tables (repeat)","You've done a few pivot tables and are getting curious about what more you could do with them. What happens if you aggregate by more than one column? What are those ""column"" and ""filter"" boxes for? Come unlock the full potential of pivot tables in this intermediate spreadsheet class. This session is good for: People familiar with spreadsheets and aggregating data with pivot tables, or anyone who has taken Sheets 1-3. Attendees will need to bring their own laptop (no tablets) for the training and will need a free Google account to participate.","false","Hands-on","Intermediate","","Data analysis","205","BYO","2",""
"1265","2026-03-08","10:15 AM","11:15 AM","Google Sheets: Importing & data prep (repeat)","Don't give up if your data isn't presented in a neat spreadsheet. This session will teach you how to get data into a spreadsheet and prepare it for analysis. We will look at how to import text files, deal with data in a PDF, and get a table on a web page into a spreadsheet. This session is good for: Anyone comfortable working in Google Sheets. Attendees will need to bring their own laptop (no tablets) for the training and will need a free Google account to participate.","false","Hands-on","Beginner","","Data analysis","205","BYO","2",""
"1282","2026-03-08","10:15 AM","11:15 AM","Navigating federal campaign finance data","","false","Hands-on","Beginner","","Elections","203","PC","2",""
"1208","2026-03-08","11:30 AM","12:30 PM","Beginner track: Taking it all home","You've picked up some new skills, filled your brain with inspiration and your notebook with ideas, but now what? We'll give you some tips on how to take advantage of what you've learned, avoid letting your skills get rusty and even continue learning when you get back to your job. Bring your questions, too! We'll have lots of time for that.","true","Panel","Beginner","Liz Lucas, University of Missouri","","White River B","","1",""
"1269","2026-03-08","11:30 AM","12:30 PM","Introduction to the command line (OSX) (repeat)","Too often in data journalism we forget about the basics. And it doesn't get as basic as the command line. Even knowing a little will make your job easier. We will run through some simple commands, dive into working with spreadsheets and show you some handy tools he frequently uses at work. This session is good for: People who feel intimidated by the command line on their computer, but want to explore the power of command line tools. Laptops will be provided.","false","Hands-on","Beginner","","Tools & Tech","104","OSX","1",""
